2016-09-26 17:54:56,511 INFO  [pool-2-thread-1] c.t.v.t.a.CMOSDataUtil - Command-line option(s): [-c, config/cmos_datautil/cmos_datautil.properties]
2016-09-26 19:05:11,141 INFO  [pool-200-thread-1] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=017, jiraIssueKey=CMOS-2753, testResult=PASS}
2016-09-26 19:05:11,641 INFO  [pool-200-thread-3] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=015, jiraIssueKey=CMOS-2751, testResult=PASS}
2016-09-26 19:05:12,829 INFO  [pool-200-thread-4] c.t.v.t.a.Analyser - Transition issue to 'Pass': JiraTestResult{testCaseId=014, jiraIssueKey=CMOS-2750, testResult=PASS}
2016-09-26 19:05:12,829 INFO  [pool-200-thread-4] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:12,829 INFO  [pool-200-thread-4] c.t.v.t.a.DBConReader - SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Commodity:Metals:Precious:Swap:Cash' AND NETTING_PRODUCT_GROUP = 'PM' AND COLLINE_PRODUCT_TYPE = 'Precious Metals Swap'
2016-09-26 19:05:12,829 INFO  [pool-200-thread-4] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:12,829 INFO  [pool-200-thread-4] c.t.v.t.a.DBConReader - Query loaded: SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Commodity:Metals:Precious:Swap:Cash' AND NETTING_PRODUCT_GROUP = 'PM' AND COLLINE_PRODUCT_TYPE = 'Precious Metals Swap'
2016-09-26 19:05:12,844 INFO  [pool-200-thread-4] c.t.v.t.a.DBConReader - Query executed, 1 result(s)
2016-09-26 19:05:12,844 INFO  [pool-200-thread-4] c.t.v.t.a.c.CMOSCSVAnalysers - Test case 018: PASS
2016-09-26 19:05:13,594 INFO  [pool-200-thread-1] c.t.v.t.a.Analyser - Transition issue to 'Pass': JiraTestResult{testCaseId=017, jiraIssueKey=CMOS-2753, testResult=PASS}
2016-09-26 19:05:13,594 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:13,594 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Commodity:Metals:Precious:Swap:Physical' AND NETTING_PRODUCT_GROUP = 'PM' AND COLLINE_PRODUCT_TYPE = 'Precious Metals Swap'
2016-09-26 19:05:13,594 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:13,594 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - Query loaded: SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Commodity:Metals:Precious:Swap:Physical' AND NETTING_PRODUCT_GROUP = 'PM' AND COLLINE_PRODUCT_TYPE = 'Precious Metals Swap'
2016-09-26 19:05:13,610 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - Query executed, 1 result(s)
2016-09-26 19:05:13,610 INFO  [pool-200-thread-1] c.t.v.t.a.c.CMOSCSVAnalysers - Test case 019: PASS
2016-09-26 19:05:14,532 INFO  [pool-200-thread-2] c.t.v.t.a.Analyser - Transition issue to 'Pass': JiraTestResult{testCaseId=016, jiraIssueKey=CMOS-2752, testResult=PASS}
2016-09-26 19:05:14,532 INFO  [pool-200-thread-2] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:14,532 INFO  [pool-200-thread-2] c.t.v.t.a.DBConReader - SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:Exotic:StructuredCDS:ContingentCDS' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'RPA'
2016-09-26 19:05:14,532 INFO  [pool-200-thread-2] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:14,532 INFO  [pool-200-thread-2] c.t.v.t.a.DBConReader - Query loaded: SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:Exotic:StructuredCDS:ContingentCDS' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'RPA'
2016-09-26 19:05:14,563 INFO  [pool-200-thread-2] c.t.v.t.a.DBConReader - Query executed, 1 result(s)
2016-09-26 19:05:14,563 INFO  [pool-200-thread-2] c.t.v.t.a.c.CMOSCSVAnalysers - Test case 020: PASS
2016-09-26 19:05:14,610 INFO  [pool-200-thread-3] c.t.v.t.a.Analyser - Transition issue to 'Pass': JiraTestResult{testCaseId=015, jiraIssueKey=CMOS-2751, testResult=PASS}
2016-09-26 19:05:14,610 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:14,610 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:Index:CDX:CDXHY' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'CDS Index'
2016-09-26 19:05:14,610 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:14,610 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - Query loaded: SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:Index:CDX:CDXHY' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'CDS Index'
2016-09-26 19:05:14,625 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - Query executed, 1 result(s)
2016-09-26 19:05:14,625 INFO  [pool-200-thread-3] c.t.v.t.a.c.CMOSCSVAnalysers - Test case 021: PASS
2016-09-26 19:05:15,516 INFO  [pool-200-thread-4] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=018, jiraIssueKey=CMOS-2754, testResult=PASS}
2016-09-26 19:05:16,641 INFO  [pool-200-thread-3] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=021, jiraIssueKey=CMOS-2757, testResult=PASS}
2016-09-26 19:05:17,391 INFO  [pool-200-thread-2] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=020, jiraIssueKey=CMOS-2756, testResult=PASS}
2016-09-26 19:05:18,625 INFO  [pool-200-thread-3] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=021, jiraIssueKey=CMOS-2757, testResult=PASS}
2016-09-26 19:05:19,891 INFO  [pool-200-thread-4] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=018, jiraIssueKey=CMOS-2754, testResult=PASS}
2016-09-26 19:05:19,906 INFO  [pool-200-thread-2] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=020, jiraIssueKey=CMOS-2756, testResult=PASS}
2016-09-26 19:05:20,016 INFO  [pool-200-thread-1] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=019, jiraIssueKey=CMOS-2755, testResult=PASS}
2016-09-26 19:05:21,453 INFO  [pool-200-thread-3] c.t.v.t.a.Analyser - Transition issue to 'Pass': JiraTestResult{testCaseId=021, jiraIssueKey=CMOS-2757, testResult=PASS}
2016-09-26 19:05:21,453 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:21,453 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:Index:CDX:CDXIG' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'CDS Index'
2016-09-26 19:05:21,453 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:21,453 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - Query loaded: SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:Index:CDX:CDXIG' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'CDS Index'
2016-09-26 19:05:21,484 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - Query executed, 1 result(s)
2016-09-26 19:05:21,484 INFO  [pool-200-thread-3] c.t.v.t.a.c.CMOSCSVAnalysers - Test case 022: PASS
2016-09-26 19:05:22,188 INFO  [pool-200-thread-1] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=019, jiraIssueKey=CMOS-2755, testResult=PASS}
2016-09-26 19:05:23,094 INFO  [pool-200-thread-2] c.t.v.t.a.Analyser - Transition issue to 'Pass': JiraTestResult{testCaseId=020, jiraIssueKey=CMOS-2756, testResult=PASS}
2016-09-26 19:05:23,094 INFO  [pool-200-thread-2] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:23,094 INFO  [pool-200-thread-2] c.t.v.t.a.DBConReader - SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:Index:iTraxx:iTraxxEurope' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'CDS Index'
2016-09-26 19:05:23,094 INFO  [pool-200-thread-2] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:23,094 INFO  [pool-200-thread-2] c.t.v.t.a.DBConReader - Query loaded: SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:Index:iTraxx:iTraxxEurope' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'CDS Index'
2016-09-26 19:05:23,109 INFO  [pool-200-thread-2] c.t.v.t.a.DBConReader - Query executed, 1 result(s)
2016-09-26 19:05:23,109 INFO  [pool-200-thread-2] c.t.v.t.a.c.CMOSCSVAnalysers - Test case 023: PASS
2016-09-26 19:05:24,063 INFO  [pool-200-thread-3] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=022, jiraIssueKey=CMOS-2758, testResult=PASS}
2016-09-26 19:05:24,953 INFO  [pool-200-thread-1] c.t.v.t.a.Analyser - Transition issue to 'Pass': JiraTestResult{testCaseId=019, jiraIssueKey=CMOS-2755, testResult=PASS}
2016-09-26 19:05:24,953 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:24,953 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:SingleName:Corporate:AsiaCorporate' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'Credit Default Swap'
2016-09-26 19:05:24,953 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:24,953 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - Query loaded: SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:SingleName:Corporate:AsiaCorporate' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'Credit Default Swap'
2016-09-26 19:05:24,984 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - Query executed, 1 result(s)
2016-09-26 19:05:24,984 INFO  [pool-200-thread-1] c.t.v.t.a.c.CMOSCSVAnalysers - Test case 024: PASS
2016-09-26 19:05:25,125 INFO  [pool-200-thread-4] c.t.v.t.a.Analyser - Transition issue to 'Pass': JiraTestResult{testCaseId=018, jiraIssueKey=CMOS-2754, testResult=PASS}
2016-09-26 19:05:25,125 INFO  [pool-200-thread-4] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:25,125 INFO  [pool-200-thread-4] c.t.v.t.a.DBConReader - SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:SingleName:Corporate:AustraliaCorporate' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'Credit Default Swap'
2016-09-26 19:05:25,125 INFO  [pool-200-thread-4] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:25,125 INFO  [pool-200-thread-4] c.t.v.t.a.DBConReader - Query loaded: SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:SingleName:Corporate:AustraliaCorporate' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'Credit Default Swap'
2016-09-26 19:05:25,156 INFO  [pool-200-thread-4] c.t.v.t.a.DBConReader - Query executed, 1 result(s)
2016-09-26 19:05:25,156 INFO  [pool-200-thread-4] c.t.v.t.a.c.CMOSCSVAnalysers - Test case 025: PASS
2016-09-26 19:05:26,578 INFO  [pool-200-thread-3] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=022, jiraIssueKey=CMOS-2758, testResult=PASS}
2016-09-26 19:05:27,203 INFO  [pool-200-thread-1] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=024, jiraIssueKey=CMOS-2760, testResult=PASS}
2016-09-26 19:05:28,281 INFO  [pool-200-thread-4] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=025, jiraIssueKey=CMOS-2761, testResult=PASS}
2016-09-26 19:05:28,375 INFO  [pool-200-thread-2] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=023, jiraIssueKey=CMOS-2759, testResult=PASS}
2016-09-26 19:05:29,250 INFO  [pool-200-thread-3] c.t.v.t.a.Analyser - Transition issue to 'Pass': JiraTestResult{testCaseId=022, jiraIssueKey=CMOS-2758, testResult=PASS}
2016-09-26 19:05:29,250 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:29,250 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:SingleName:Corporate:EmergingEuropeanCorporate' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'Credit Default Swap'
2016-09-26 19:05:29,250 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:29,250 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - Query loaded: SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:SingleName:Corporate:EmergingEuropeanCorporate' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'Credit Default Swap'
2016-09-26 19:05:29,265 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - Query executed, 1 result(s)
2016-09-26 19:05:29,265 INFO  [pool-200-thread-3] c.t.v.t.a.c.CMOSCSVAnalysers - Test case 026: PASS
2016-09-26 19:05:30,359 INFO  [pool-200-thread-4] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=025, jiraIssueKey=CMOS-2761, testResult=PASS}
2016-09-26 19:05:31,672 INFO  [pool-200-thread-2] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=023, jiraIssueKey=CMOS-2759, testResult=PASS}
2016-09-26 19:05:31,718 INFO  [pool-200-thread-1] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=024, jiraIssueKey=CMOS-2760, testResult=PASS}
2016-09-26 19:05:32,515 INFO  [pool-200-thread-4] c.t.v.t.a.Analyser - Transition issue to 'Pass': JiraTestResult{testCaseId=025, jiraIssueKey=CMOS-2761, testResult=PASS}
2016-09-26 19:05:32,515 INFO  [pool-200-thread-4] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:32,515 INFO  [pool-200-thread-4] c.t.v.t.a.DBConReader - SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:SingleName:Corporate:EmergingEuropeanCorporateLPN' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'Credit Default Swap'
2016-09-26 19:05:32,515 INFO  [pool-200-thread-4] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:32,515 INFO  [pool-200-thread-4] c.t.v.t.a.DBConReader - Query loaded: SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:SingleName:Corporate:EmergingEuropeanCorporateLPN' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'Credit Default Swap'
2016-09-26 19:05:32,531 INFO  [pool-200-thread-4] c.t.v.t.a.DBConReader - Query executed, 1 result(s)
2016-09-26 19:05:32,531 INFO  [pool-200-thread-4] c.t.v.t.a.c.CMOSCSVAnalysers - Test case 027: PASS
2016-09-26 19:05:34,015 INFO  [pool-200-thread-1] c.t.v.t.a.Analyser - Transition issue to 'Pass': JiraTestResult{testCaseId=024, jiraIssueKey=CMOS-2760, testResult=PASS}
2016-09-26 19:05:34,015 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:34,015 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:SingleName:Corporate:EuropeanCorporate' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'Credit Default Swap'
2016-09-26 19:05:34,015 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:34,015 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - Query loaded: SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:SingleName:Corporate:EuropeanCorporate' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'Credit Default Swap'
2016-09-26 19:05:34,031 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - Query executed, 1 result(s)
2016-09-26 19:05:34,031 INFO  [pool-200-thread-1] c.t.v.t.a.c.CMOSCSVAnalysers - Test case 028: PASS
2016-09-26 19:05:34,171 INFO  [pool-200-thread-2] c.t.v.t.a.Analyser - Transition issue to 'Pass': JiraTestResult{testCaseId=023, jiraIssueKey=CMOS-2759, testResult=PASS}
2016-09-26 19:05:34,171 INFO  [pool-200-thread-2] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:34,171 INFO  [pool-200-thread-2] c.t.v.t.a.DBConReader - SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:SingleName:Corporate:NorthAmericanCorporate' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'Credit Default Swap'
2016-09-26 19:05:34,171 INFO  [pool-200-thread-2] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:34,171 INFO  [pool-200-thread-2] c.t.v.t.a.DBConReader - Query loaded: SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:SingleName:Corporate:NorthAmericanCorporate' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'Credit Default Swap'
2016-09-26 19:05:34,187 INFO  [pool-200-thread-2] c.t.v.t.a.DBConReader - Query executed, 1 result(s)
2016-09-26 19:05:34,187 INFO  [pool-200-thread-2] c.t.v.t.a.c.CMOSCSVAnalysers - Test case 029: PASS
2016-09-26 19:05:34,781 INFO  [pool-200-thread-3] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=026, jiraIssueKey=CMOS-2762, testResult=PASS}
2016-09-26 19:05:36,234 INFO  [pool-200-thread-1] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=028, jiraIssueKey=CMOS-2764, testResult=PASS}
2016-09-26 19:05:36,718 INFO  [pool-200-thread-3] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=026, jiraIssueKey=CMOS-2762, testResult=PASS}
2016-09-26 19:05:37,749 INFO  [pool-200-thread-2] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=029, jiraIssueKey=CMOS-2765, testResult=PASS}
2016-09-26 19:05:38,577 INFO  [pool-200-thread-1] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=028, jiraIssueKey=CMOS-2764, testResult=PASS}
2016-09-26 19:05:39,109 INFO  [pool-200-thread-4] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=027, jiraIssueKey=CMOS-2763, testResult=PASS}
2016-09-26 19:05:39,562 INFO  [pool-200-thread-3] c.t.v.t.a.Analyser - Transition issue to 'Pass': JiraTestResult{testCaseId=026, jiraIssueKey=CMOS-2762, testResult=PASS}
2016-09-26 19:05:39,562 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:39,562 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:SingleName:Corporate:StandardAustraliaCorporate' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'Credit Default Swap'
2016-09-26 19:05:39,562 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:39,562 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - Query loaded: SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:SingleName:Corporate:StandardAustraliaCorporate' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'Credit Default Swap'
2016-09-26 19:05:39,593 INFO  [pool-200-thread-3] c.t.v.t.a.DBConReader - Query executed, 1 result(s)
2016-09-26 19:05:39,593 INFO  [pool-200-thread-3] c.t.v.t.a.c.CMOSCSVAnalysers - Test case 030: PASS
2016-09-26 19:05:40,749 INFO  [pool-200-thread-1] c.t.v.t.a.Analyser - Transition issue to 'Pass': JiraTestResult{testCaseId=028, jiraIssueKey=CMOS-2764, testResult=PASS}
2016-09-26 19:05:40,749 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:40,749 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:SingleName:Corporate:StandardEmergingEuropeanCorporate' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'Credit Default Swap'
2016-09-26 19:05:40,749 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - ==========================================================================
2016-09-26 19:05:40,749 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - Query loaded: SELECT ISDA_PRODUCT_TYPE,NETTING_PRODUCT_GROUP,COLLINE_PRODUCT_TYPE FROM MAPPING_PRODUCT WHERE 1=1 AND ISDA_PRODUCT_TYPE = 'Credit:SingleName:Corporate:StandardEmergingEuropeanCorporate' AND NETTING_PRODUCT_GROUP = 'CRD' AND COLLINE_PRODUCT_TYPE = 'Credit Default Swap'
2016-09-26 19:05:40,765 INFO  [pool-200-thread-1] c.t.v.t.a.DBConReader - Query executed, 1 result(s)
2016-09-26 19:05:40,765 INFO  [pool-200-thread-1] c.t.v.t.a.c.CMOSCSVAnalysers - Test case 031: PASS
2016-09-26 19:05:41,359 INFO  [pool-200-thread-4] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=027, jiraIssueKey=CMOS-2763, testResult=PASS}
2016-09-26 19:05:42,265 INFO  [pool-200-thread-2] c.t.v.t.a.Analyser - Transition issue to 'Start Progress': JiraTestResult{testCaseId=029, jiraIssueKey=CMOS-2765, testResult=PASS}
2016-09-26 19:05:42,734 INFO  [pool-200-thread-3] c.t.v.t.a.Analyser - Transition issue to 'Re-Run': JiraTestResult{testCaseId=030, jiraIssueKey=CMOS-2766, testResult=PASS}
2016-09-26 19:05:43,999 INFO  [pool-200-thread-4] c.t.v.t.a.Analyser - Transition issue to 'Pass': JiraTestResult{testCaseId=027, jiraIssueKey=CMOS-2763, testResult=PASS}
